CustomerID,total_spend,total_orders,total_items,avg_order_value,segment,segment_name
12607,1579.51,1,1228,15.63871287128713,0,Low Value
12609,1126.85,3,648,18.78083333333333,0,Low Value
12610,2099.54,5,1049,19.80698113207547,0,Low Value
12611,1193.32,1,846,18.35876923076923,0,Low Value
12612,704.04,1,262,37.054736842105264,0,Low Value
12613,3344.38,5,1644,21.858692810457516,0,Low Value
12614,315.6,1,76,15.780000000000001,0,Low Value
12615,2291.19,4,1376,21.820857142857143,0,Low Value
12616,713.3,2,284,22.290625,0,Low Value
12617,355.53000000000003,1,213,8.465,0,Low Value
12618,177.31,1,96,16.11909090909091,0,Low Value
12619,3641.24,9,3378,40.45822222222222,0,Low Value
12620,1339.41,3,1181,14.558804347826088,0,Low Value
12621,13689.67,20,7440,29.31406852248394,0,Low Value
12622,180.1,1,69,16.37272727272727,0,Low Value
12623,305.1,1,191,16.950000000000003,0,Low Value
12624,641.13,2,355,16.87184210526316,0,Low Value
12625,2683.82,2,1612,31.207209302325584,0,Low Value
12626,6620.4800000000005,9,3453,22.518639455782314,0,Low Value
12627,4478.53,7,2752,19.47186956521739,0,Low Value
12628,786.46,3,448,19.181951219512197,0,Low Value
12630,1270.88,2,548,19.8575,0,Low Value
12631,640.5,1,236,20.661290322580644,0,Low Value
12633,2163.98,4,1162,21.425544554455445,0,Low Value
12635,1689.18,2,1172,16.724554455445546,0,Low Value
12637,6021.9,8,3002,15.440769230769229,0,Low Value
12638,671.69,1,577,17.222820512820515,0,Low Value
12639,486.1,1,201,22.095454545454547,0,Low Value
12640,1174.58,3,311,22.16188679245283,0,Low Value
12641,185.9,1,72,18.59,0,Low Value
12642,1013.26,3,552,21.558723404255318,0,Low Value
12643,3344.64,6,1808,139.35999999999999,0,Low Value
12644,477.90999999999997,1,325,15.416451612903225,0,Low Value
12645,1775.18,4,1084,24.31753424657534,0,Low Value
12646,1346.97,2,897,29.932666666666666,0,Low Value
12647,3722.82,12,1431,30.76710743801653,0,Low Value
12648,318.05,1,160,15.145238095238096,0,Low Value
12649,623.51,3,586,20.113225806451613,0,Low Value
12650,314.44,1,254,15.722,0,Low Value
12651,114.0,1,78,12.666666666666666,0,Low Value
12652,919.98,1,505,19.16625,0,Low Value
12653,2209.85,2,919,51.391860465116274,0,Low Value
12654,601.98,5,264,15.841578947368422,0,Low Value
12656,4051.17,5,1723,32.152142857142856,0,Low Value
12657,1643.18,4,1044,34.961276595744685,0,Low Value
12658,686.05,1,320,19.056944444444444,0,Low Value
12659,91.68,1,105,18.336000000000002,0,Low Value
12660,245.10000000000002,1,127,18.853846153846156,0,Low Value
12662,3849.78,11,2058,16.73817391304348,0,Low Value
12664,4881.88,9,1203,131.94270270270272,0,Low Value
12665,63.0,1,37,21.0,0,Low Value
12667,620.13,1,395,18.791818181818183,0,Low Value
12668,3807.15,4,1634,23.64689440993789,0,Low Value
12669,2744.0299999999997,3,1115,27.168613861386135,0,Low Value
12670,2996.05,5,1397,32.56576086956522,0,Low Value
12672,225.9,1,78,22.59,0,Low Value
12673,610.52,2,351,14.536190476190475,0,Low Value
12674,1970.6,4,1133,23.742168674698792,0,Low Value
12676,1331.39,6,670,29.586444444444446,0,Low Value
12678,17628.46,12,10923,106.83915151515151,0,Low Value
12679,1113.02,4,554,23.187916666666666,0,Low Value
12680,862.81,4,443,16.592499999999998,0,Low Value
12681,13787.54,22,7536,21.610564263322885,0,Low Value
12682,12288.22,31,5575,23.406133333333333,0,Low Value
12683,8476.57,15,4987,24.641191860465117,0,Low Value
12684,2283.63,7,1985,21.748857142857144,0,Low Value
12685,2863.08,6,1523,18.236178343949042,0,Low Value
12686,89.14,1,107,12.734285714285715,0,Low Value
12688,4873.81,1,3028,28.50181286549708,0,Low Value
12689,1247.6100000000001,2,628,17.327916666666667,0,Low Value
12690,389.01,1,106,24.313125,0,Low Value
12691,1035.8,6,394,32.36875,0,Low Value
12693,855.91,4,255,21.946410256410257,0,Low Value
12694,869.67,2,509,23.504594594594593,0,Low Value
12695,582.1,4,220,21.55925925925926,0,Low Value
12697,957.59,3,508,23.355853658536585,0,Low Value
12700,4939.99,4,2967,18.432798507462685,0,Low Value
12701,797.71,2,678,15.051132075471699,0,Low Value
12702,219.0,1,53,18.25,0,Low Value
12703,283.55,1,164,13.502380952380953,0,Low Value
12704,2340.84,8,1006,26.600454545454546,0,Low Value
12705,6868.29,9,3997,20.56374251497006,0,Low Value
12707,603.42,1,256,18.285454545454545,0,Low Value
12708,2712.91,10,1307,17.27968152866242,0,Low Value
12709,9736.52,15,3936,46.81019230769231,0,Low Value
12710,1149.02,3,851,14.922337662337663,0,Low Value
12712,4396.13,13,1062,33.053609022556394,0,Low Value
12713,848.55,1,508,22.330263157894734,0,Low Value
12714,4708.86,5,3069,18.18092664092664,0,Low Value
12715,353.86,1,197,16.85047619047619,0,Low Value
12716,1053.49,2,708,15.267971014492753,0,Low Value
12717,1030.98,2,506,18.74509090909091,0,Low Value
12718,238.25,1,203,12.539473684210526,0,Low Value
12719,644.95,2,374,16.53717948717949,0,Low Value
12720,5781.7300000000005,25,4672,16.33257062146893,0,Low Value
12721,2656.13,6,1959,16.497701863354038,0,Low Value
12722,997.63,4,566,18.82320754716981,0,Low Value
12723,725.07,5,434,10.508260869565218,0,Low Value
12724,1031.41,4,445,19.460566037735852,0,Low Value
12725,427.8,1,164,17.825,0,Low Value
12726,2609.1,7,3143,21.041129032258063,0,Low Value
12727,3980.7000000000003,7,2098,28.63812949640288,0,Low Value
12728,836.33,4,419,18.18108695652174,0,Low Value
12729,453.01,1,233,17.423461538461538,0,Low Value
12731,18895.91,12,8437,68.96317518248175,0,Low Value
12732,236.26000000000002,1,111,19.688333333333336,0,Low Value
12733,383.95,1,137,17.452272727272728,0,Low Value
12734,110.39999999999999,1,88,27.599999999999998,0,Low Value
12735,779.5699999999999,2,368,18.12953488372093,0,Low Value
12736,234.0,1,173,58.5,0,Low Value
12738,155.35,1,148,14.122727272727273,0,Low Value
12739,1013.04,2,486,26.658947368421053,0,Low Value
12740,427.6,1,342,15.837037037037037,0,Low Value
12743,546.43,2,319,4.077835820895522,0,Low Value
12744,21279.29,7,5241,95.85265765765766,0,Low Value
12747,4196.01,11,1275,40.737961165048546,0,Low Value
12748,33719.73,209,25747,7.338352557127313,2,Medium Value
12749,4090.88,5,1471,20.55718592964824,0,Low Value
12750,275.88,1,137,18.392,0,Low Value
12752,4366.78,1,2262,82.3920754716981,0,Low Value
12753,21429.39,6,11421,108.77862944162436,0,Low Value
12754,3010.74,3,6481,47.78952380952381,0,Low Value
12755,3811.9500000000003,2,1491,952.9875000000001,0,Low Value
12756,112.08,1,144,28.02,0,Low Value
12757,7857.1,13,2402,21.178167115902966,0,Low Value
12758,2791.59,2,2135,28.779278350515465,0,Low Value
12759,1531.44,3,902,16.12042105263158,0,Low Value
12762,1898.52,2,1227,27.51478260869565,0,Low Value
12763,494.08,2,316,27.448888888888888,0,Low Value
12764,1693.88,1,386,37.64177777777778,0,Low Value
12766,6989.63,7,3646,22.547193548387096,0,Low Value
12769,1143.6,1,356,35.7375,0,Low Value
12770,1351.45,1,743,112.62083333333334,0,Low Value
12772,892.47,1,556,16.226727272727274,0,Low Value
12775,1386.04,5,877,21.00060606060606,0,Low Value
12778,822.23,6,825,16.4446,0,Low Value
12779,3981.36,8,2024,26.72053691275168,0,Low Value
12781,826.74,2,671,33.0696,0,Low Value
12782,2330.92,5,1086,22.630291262135923,0,Low Value
12783,2225.91,6,624,26.49892857142857,0,Low Value
12784,574.42,2,300,9.73593220338983,0,Low Value
12785,311.95,1,131,22.282142857142855,0,Low Value
12787,463.66,3,261,23.183,0,Low Value
12789,91.85,1,4,22.9625,0,Low Value
12790,324.92,1,166,15.472380952380954,0,Low Value
12791,192.60000000000002,1,97,96.30000000000001,0,Low Value
12792,400.54,1,217,16.0216,0,Low Value
12793,545.48,2,295,22.728333333333335,0,Low Value
12794,860.41,2,592,19.12022222222222,0,Low Value
12795,430.48,1,68,30.74857142857143,0,Low Value
12797,254.03,1,118,19.540769230769232,0,Low Value
12798,6977.04,3,5256,872.13,0,Low Value
12802,427.58,1,314,17.1032,0,Low Value
12808,483.65000000000003,3,188,17.273214285714285,0,Low Value
12809,489.31,1,220,19.572400000000002,0,Low Value
12811,514.85,3,230,16.608064516129033,0,Low Value
12812,229.64000000000001,1,164,15.309333333333335,0,Low Value
12814,125.92,1,49,62.96,0,Low Value
12815,1063.46,2,379,22.6268085106383,0,Low Value
12816,572.2,2,128,19.731034482758623,0,Low Value
12817,166.04000000000002,1,53,41.510000000000005,0,Low Value
12818,1542.08,1,929,110.14857142857143,0,Low Value
12820,942.34,4,722,15.97186440677966,0,Low Value
12821,92.72,1,70,15.453333333333333,0,Low Value
12822,948.88,2,550,20.62782608695652,0,Low Value
12823,1759.5,5,230,351.9,0,Low Value
12824,397.12,1,232,15.8848,0,Low Value
12826,1474.72,7,1058,16.205714285714286,0,Low Value
12827,430.15,3,197,17.206,0,Low Value
12828,1018.71,6,494,18.19125,0,Low Value
12829,293.0,2,376,26.636363636363637,0,Low Value
12830,6814.64,6,9848,179.33263157894737,0,Low Value
12831,215.05,1,135,23.894444444444446,0,Low Value
12832,383.03000000000003,2,195,14.186296296296298,0,Low Value
12833,417.38,1,156,17.390833333333333,0,Low Value
12834,312.38,1,110,17.354444444444443,0,Low Value
12836,2612.86,4,1064,14.930628571428572,0,Low Value
12837,134.1,1,24,11.174999999999999,0,Low Value
12838,683.13,2,359,5.55390243902439,0,Low Value
12839,5591.42,14,3807,17.80707006369427,0,Low Value
12840,2726.77,4,1511,24.13070796460177,0,Low Value
12841,4022.35,25,2757,9.577023809523808,0,Low Value
12842,1118.99,2,547,32.9114705882353,0,Low Value
12843,1702.26,8,781,16.526796116504855,0,Low Value
12844,325.96000000000004,2,125,6.268461538461539,0,Low Value
12845,354.09000000000003,4,204,13.114444444444446,0,Low Value
12847,871.54,1,909,9.577362637362636,0,Low Value
12849,1050.89,2,623,20.605686274509807,0,Low Value
12851,135.18,1,109,2.7036000000000002,0,Low Value
12852,311.55,1,149,18.326470588235296,0,Low Value
12853,1957.1000000000001,6,800,25.09102564102564,0,Low Value
12854,1324.5,3,627,12.040909090909091,0,Low Value
12855,38.1,1,30,12.700000000000001,0,Low Value
12856,2179.93,6,1079,6.942452229299363,0,Low Value
12857,1106.4,2,343,24.05217391304348,0,Low Value
12863,521.2,1,188,104.24000000000001,0,Low Value
12864,147.12,1,216,49.04,0,Low Value
12865,1568.23,2,925,16.507684210526318,0,Low Value
12866,559.12,1,171,21.504615384615384,0,Low Value
12867,4036.82,7,4298,7.503382899628253,0,Low Value
12868,1607.0600000000002,6,928,15.0192523364486,0,Low Value
12871,380.64,2,200,34.60363636363636,0,Low Value
12872,599.97,2,319,9.090454545454547,0,Low Value
12873,374.0,1,128,93.5,0,Low Value
12875,343.2300000000001,2,2019,171.61500000000004,0,Low Value
12876,2218.02,2,1941,26.09435294117647,0,Low Value
12877,1535.77,12,1178,9.972532467532467,0,Low Value
12878,854.99,2,547,18.191276595744682,0,Low Value
12879,573.22,3,370,57.322,0,Low Value
12881,298.0,1,21,42.57142857142857,0,Low Value
12882,1463.04,2,246,112.54153846153847,0,Low Value
12883,703.47,4,196,16.749285714285715,0,Low Value
12884,309.05,1,43,44.15,0,Low Value
12885,1175.22,3,655,16.552394366197184,0,Low Value
12886,1378.4,2,770,16.809756097560978,0,Low Value
12888,354.12,2,76,70.824,0,Low Value
12890,380.46999999999997,1,259,4.639878048780488,0,Low Value
12891,331.0,3,950,110.33333333333333,0,Low Value
12893,188.14,1,96,5.533529411764706,0,Low Value
12895,372.8,2,210,16.945454545454545,0,Low Value
12897,216.5,2,110,54.125,0,Low Value
12901,17654.54,28,23075,152.19431034482758,0,Low Value
12902,138.68,1,66,13.868,0,Low Value
12904,509.58,2,302,7.0775,0,Low Value
12906,2919.81,5,1749,46.34619047619047,0,Low Value
12908,750.0,2,1200,375.0,0,Low Value
12909,2178.67,5,1280,23.941428571428574,0,Low Value
12910,3075.04,8,1692,41.00053333333333,0,Low Value
12912,1662.3,5,670,69.2625,0,Low Value
12913,2483.63,5,1419,49.6726,0,Low Value
12915,363.65,2,93,16.529545454545453,0,Low Value
12916,3006.15,4,1119,28.094859813084113,0,Low Value
12917,594.0,1,120,297.0,0,Low Value
12919,1335.19,6,673,26.7038,0,Low Value
12920,164.23,1,129,5.8653571428571425,0,Low Value
12921,16587.09,37,9526,23.037625,0,Low Value
12922,405.38,1,370,14.477857142857143,0,Low Value
12923,176.97,1,69,6.102413793103448,0,Low Value
12924,933.7,4,481,31.123333333333335,0,Low Value
12925,694.05,2,541,15.423333333333332,0,Low Value
12928,2062.7,5,1472,24.55595238095238,0,Low Value
12929,117.85,1,37,14.73125,0,Low Value
12930,415.8,2,252,16.632,0,Low Value
12931,42055.96,15,28004,512.8775609756098,0,Low Value
12933,607.53,3,499,5.7314150943396225,0,Low Value
12935,2160.7,7,1853,16.749612403100773,0,Low Value
12936,1063.9,4,559,17.15967741935484,0,Low Value
12937,1504.27,4,1007,12.535583333333333,0,Low Value
12938,114.14,1,140,12.682222222222222,0,Low Value
12939,11581.8,8,4876,246.42127659574467,0,Low Value
12940,913.54,2,411,9.227676767676767,0,Low Value
12942,683.9,3,203,9.118666666666666,0,Low Value
12944,604.51,2,289,20.150333333333332,0,Low Value
12945,462.95,1,165,20.128260869565217,0,Low Value
12947,1603.99,6,1165,16.535979381443298,0,Low Value
12948,2064.95,7,1080,17.801293103448273,0,Low Value
12949,4167.22,8,2381,19.382418604651164,0,Low Value
12950,1843.0,3,1380,80.1304347826087,0,Low Value
12951,1064.07,6,503,16.89,0,Low Value
12952,1387.79,4,653,17.566962025316457,0,Low Value
12953,329.85,1,84,19.40294117647059,0,Low Value
12955,4757.16,11,3664,26.428666666666665,0,Low Value
12956,108.07,1,34,5.687894736842105,0,Low Value
12957,4017.54,8,2549,16.880420168067225,0,Low Value
12962,266.39,2,129,16.649375,0,Low Value
12963,1856.63,8,881,19.54347368421053,0,Low Value
12965,771.91,1,283,7.081743119266055,0,Low Value
12966,160.18,1,75,16.018,0,Low Value
12967,1660.9,2,438,87.41578947368421,0,Low Value
12968,135.95,1,73,27.189999999999998,0,Low Value
12970,452.24,4,310,2.9949668874172186,0,Low Value
12971,11189.91,86,9289,36.68822950819672,0,Low Value
12974,144.8,1,24,18.1,0,Low Value
12976,738.6,1,561,33.57272727272727,0,Low Value
12977,39.239999999999995,1,12,4.359999999999999,0,Low Value
12980,7374.900000000001,9,886,368.745,0,Low Value
12981,372.21999999999997,2,242,18.610999999999997,0,Low Value
12982,390.54,1,288,13.947857142857144,0,Low Value
12984,97.5,1,26,24.375,0,Low Value
12985,1239.38,2,1533,16.30763157894737,0,Low Value
12987,558.7,2,219,19.95357142857143,0,Low Value
12988,535.32,1,136,5.818695652173914,0,Low Value
12989,6924.11,15,2943,108.18921875,0,Low Value
12990,409.5,3,200,31.5,0,Low Value
12991,503.76,2,405,16.25032258064516,0,Low Value
12993,414.76,4,240,15.361481481481482,0,Low Value
12994,974.42,3,459,15.974098360655738,0,Low Value
12995,211.32,1,108,70.44,0,Low Value
12997,1226.89,4,664,20.794745762711866,0,Low Value
12999,455.88,3,342,16.28142857142857,0,Low Value
13000,534.85,3,379,17.253225806451614,0,Low Value
13001,9818.82,13,5505,28.964070796460177,0,Low Value
13002,120.95,1,73,17.27857142857143,0,Low Value
13003,149.05,3,103,24.84166666666667,0,Low Value
13004,5655.91,18,4822,13.999777227722772,0,Low Value
13005,513.7,2,172,19.75769230769231,0,Low Value
13006,81.57,1,55,20.3925,0,Low Value
13008,229.47,1,175,16.390714285714285,0,Low Value
13011,50.550000000000004,1,13,16.85,0,Low Value
13012,1661.8400000000001,8,824,18.6723595505618,0,Low Value
13013,4810.9400000000005,13,2224,21.967762557077627,0,Low Value
13014,3466.28,10,905,31.800733944954132,0,Low Value
13015,3346.28,5,1617,19.012954545454548,0,Low Value
13016,789.89,3,527,16.806170212765956,0,Low Value
13017,204.0,1,48,204.0,0,Low Value
13018,7277.7,28,5435,15.890174672489083,0,Low Value
13021,2616.38,9,1352,19.97236641221374,0,Low Value
13023,689.9,2,286,17.2475,0,Low Value
13026,975.36,5,1620,24.384,0,Low Value
13027,6912.0,6,17280,265.84615384615387,0,Low Value
13028,661.3199999999999,2,798,14.695999999999998,0,Low Value
